Fractal_Dimension,2.066951986434126
Coefficients,-2.066951986434126
,13.353620741419547
Size,Box_Count
310,4
309,5
308,5
307,5
306,5
305,5
304,5
303,5
302,5
301,5
300,5
299,5
298,5
297,5
296,5
295,6
294,6
293,6
292,6
291,6
290,6
289,6
288,6
287,6
286,6
285,7
284,7
283,7
282,7
281,7
280,7
279,8
278,8
277,8
276,8
275,8
274,8
273,8
272,8
271,8
270,8
269,8
268,8
267,8
266,8
265,8
264,8
263,8
262,8
261,8
260,8
259,8
258,8
257,8
256,8
255,8
254,8
253,8
252,8
251,8
250,8
249,8
248,8
247,8
246,8
245,8
244,8
243,8
242,8
241,8
240,8
239,8
238,8
237,8
236,8
235,8
234,8
233,8
232,8
231,8
230,8
229,8
228,8
227,8
226,8
225,8
224,8
223,8
222,8
221,8
220,8
219,8
218,8
217,8
216,8
215,8
214,8
213,8
212,8
211,8
210,8
209,8
208,8
207,8
206,8
205,8
204,8
203,8
202,8
201,8
200,8
199,8
198,8
197,8
196,8
195,9
194,9
193,9
192,10
191,10
190,10
189,10
188,10
187,10
186,10
185,10
184,10
183,10
182,10
181,11
180,12
179,12
178,12
177,12
176,12
175,12
174,12
173,12
172,12
171,12
170,12
169,12
168,13
167,14
166,14
165,14
164,14
163,14
162,14
161,14
160,14
159,14
158,15
157,15
156,16
155,16
154,19
153,19
152,19
151,20
150,20
149,20
148,20
147,21
146,21
145,21
144,21
143,21
142,22
141,22
140,22
139,23
138,24
137,25
136,25
135,25
134,27
133,26
132,26
131,26
130,27
129,27
128,27
127,27
126,27
125,28
124,28
123,28
122,28
121,29
120,29
119,29
118,30
117,31
116,32
115,32
114,32
113,33
112,34
111,34
110,34
109,35
108,36
107,37
106,37
105,38
104,39
103,41
102,46
101,47
100,47
99,50
98,52
97,54
96,54
95,55
94,56
93,58
92,59
91,59
90,61
89,60
88,61
87,62
86,63
85,63
84,64
83,71
82,72
81,76
80,74
79,75
78,78
77,84
76,86
75,88
74,89
73,93
72,94
71,98
70,100
69,103
68,102
67,108
66,111
65,116
64,119
63,121
62,123
61,129
60,142
59,148
58,154
57,160
56,162
55,169
54,175
53,177
52,175
51,186
50,199
49,204
48,221
47,237
46,248
45,266
44,273
43,291
42,293
41,314
40,333
39,349
38,381
37,389
36,408
35,429
34,462
33,502
32,550
31,567
30,634
29,678
28,726
27,813
26,867
25,983
24,1032
23,1157
22,1296
21,1379
20,1572
19,1779
18,1951
17,2195
16,2515
15,2901
14,3209
13,3676
12,4248
11,4890
10,5665
9,6794
8,8251
7,10246
6,13217
5,18105
4,26885
3,45809
2,103144
